Titolo;Funzione;Intervento;Cod Mecc;Capitolo;Denominazione ;Imp.prev. 2012;Imp.prev. 2013;Imp.prev. 2014
1;1;3;1010503;U08700000;CONSERVAZIONE DEGLI IMMOBILI DELLE AZIENDE SCUOLE PIE ED EREDITA' SGARZI;0;0;0
1;1;3;1010503;U09100000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;0;0;0
1;1;3;1010503;U09150000;GESTIONE PATRIMONIO: SPESE DI FUNZIONAMENTO ECONOMALI (PRESTAZIONI DI;1600;1600;1600
1;1;3;1010503;U09400000;SERVIZI DIVERSI ED INCARICHI RELATIVI ALLA GESTIONE DI IMMOBILI COMUNALI;970000;995000;995000
1;1;4;1010504;U09700000;FITTI DI IMMOBILI (GESTIONE DEI BENI DEMANIALI E PATRIMONIALI);443400;451400;459400
1;1;6;1010506;U09850000;INTERESSI SU DEPOSITI CAUZIONALI EFFETTUATI DA TERZI PER CONTRATTI DI;500;500;500
1;1;6;1010506;U10000000;INTERESSI PASSIVI - GESTIONE DEI BENI DEMANIALI E PATRIMONIALI;1091614;1103137,4;1088249,67
1;1;7;1010507;U10200000;IMPOSTE, TASSE ED ONERI DIVERSI RELATIVI AD IMMOBILI COMUNALI ED;760000;960000;960000
1;1;8;1010508;U10300000;INDENNIZZI ED ONERI STRAORDINARI DELLA GESTIONE DEL PATRIMONIO;101500;101500;101500
1;1;1;1010601;U10500000;SPESE DI PERSONALE;4385000;4285000;4285000
1;1;1;1010601;U10510000;FONDO INCENTIVANTE LE PROGETTAZIONI INTERNE;0;0;0
1;1;2;1010602;U10650000;SPESE DI FUNZIONAMENTO ECONOMALI DEL SETTORE GARE - U.I. STUDI E;0;0;0
1;1;2;1010602;U10700000;SPESE DI FUNZIONAMENTO ECONOMALI PER I LAVORI PUBBLICI;28100;26900;26900
1;1;2;1010602;U10750000;MANUTENZIONE: SPESE DI FUNZIONAMENTO ECONOMALI;0;1200;1200
1;1;3;1010603;U11000000;PRESTAZIONI DI SERVIZI VARI PER OPERE PUBBLICHE;55410;55410;55410
1;1;3;1010603;U11100000;PRESTAZIONI SPECIALISTICHE, STUDI VARI, VISURE, RILIEVI PER OPERE;27754;27754;27754
1;1;3;1010603;U11100040;PRESTAZIONI SPECIALISTICHE, STUDI VARI, VISURE, RILIEVI PER OPERE;0;0;0
1;1;3;1010603;U11100060;PRESTAZIONI SPECIALISTICHE: INDAGINI, CARATTERIZZAZIONI E PROGETTAZIONI;0;0;0
1;1;3;1010603;U11100100;PRESTAZIONI SPECIALISTICHE: INTERVENTI NECESSARI PER L'AGIBILITA' E;11736;11736;11736
1;1;3;1010603;U11100200;PRESTAZIONI SPECIALISTICHE: REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA PER;0;0;0
1;1;3;1010603;U11200000;DIREZIONE LAVORI E COLLAUDI RELATIVI AD OPERE PUBBLICHE;0;0;0
1;1;3;1010603;U11250000;MANUTENZIONE: PRESTAZIONI DI SERVIZI VARI;31012,55;31012,55;31012,55
1;1;3;1010603;U11300000;INTERVENTI VARI, ALLACCIAMENTI, ALLE VARIE UTENZE, ECC. RELATIVI ALLE;4000;4000;4000
1;1;3;1010603;U11350000;SPESE PER TELECOMUNICAZIONI: UFFICIO TECNICO;69970;69970;69970
1;1;3;1010603;U11400000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (UFFICIO TECNICO);220000;220000;220000
1;1;1;1010701;U11700000;SPESE DI PERSONALE - ANAGRAFE, STATO CIVILE E SERVIZIO ELETTORALE;6160000;6260000;6260000
1;1;1;1010701;U11700010;SPESE DI PERSONALE - SERVIZIO STATISTICO;1135000;1135000;1135000
1;1;1;1010701;U11700050;SPESE DI PERSONALE: REIMPIEGO CONTRIBUTO DEL MINISTERO DELL'INTERNO IN;0;0;0
1;1;1;1010701;U11700100;SPESE DI PERSONALE: REIMPIEGO TRASFERIMENTO DALL'ISTAT PER LO;603421,91;0;0
1;1;1;1010701;U11700150;SPESE DI PERSONALE: REIMPIEGO TRASFERIMENTO DALLA REGIONE DI FONDI;0;0;0
1;1;2;1010702;U11800000;SERVIZI DEMOGRAFICI: SPESE DI FUNZIONAMENTO ECONOMALI;70800;70800;70800
1;1;2;1010702;U11840000;STATISTICA: SPESE DI FUNZIONAMENTO ECONOMALI;8000;8000;8000
1;1;2;1010702;U11850000;ACQUISTO DI BENI DI CONSUMO PER ATTIVITA' STATISTICA: REIMPIEGO;0;0;0
1;1;2;1010702;U11850050;ACQUISTO BENI DI CONSUMO: REIMPIEGO TRASFERIMENTO DALL'ISTAT PER LO;5000;0;0
1;1;3;1010703;U11900000;SERVIZI DEMOGRAFICI: SPESE PER PRESTAZIONI DI SERVIZI VARI;45200;45200;45200
1;1;3;1010703;U12000000;SERVIZI INFORMATICI PER LE NUOVE PROCEDURE AUTOMATIZZATE NEI SERVIZI;5000;5000;5000
1;1;3;1010703;U12300000;REIMPIEGO CONTRIBUTO DEL MINISTERO DELL'INTERNO IN APPLICAZIONE DEL;0;0;0
1;1;3;1010703;U12310000;STATISTICA: PRESTAZIONI DI SERVIZI VARI;101013,9;7500;7500
1;1;3;1010703;U12320000;PRESTAZIONI DI SERVIZI PER ATTIVITA' STATISTICA: REIMPIEGO CONTRIBUTI;25000;0;0
1;1;3;1010703;U12320050;PRESTAZIONI DI SERVIZI: REIMPIEGO TRASFERIMENTO DALL'ISTAT PER LO;159737,25;0;0
1;1;3;1010703;U12320100;PRESTAZIONI DI SERVIZI: REIMPIEGO TRASFERIMENTO DALLA REGIONE DI FONDI;0;0;0
1;1;3;1010703;U12350000;SPESE PER TELECOMUNICAZIONI: ANAGRAFE, STATO CIVILE, ELETTORALE, LEVA E;39615;39615;39615
1;1;3;1010703;U12360000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;6200;6200;6200
1;1;3;1010703;U12400000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ANAGRAFE, STATO CIVILE E;10000;10000;10000
1;1;3;1010703;U12400050;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (SERVIZIO STATISTICO E;0;0;0
1;1;4;1010704;U12500000;FITTI DI IMMOBILI;122000;124000;126000
1;1;5;1010705;U12700000;STATISTICA: QUOTE ASSOCIATIVE PER ADESIONE AD ASSOCIAZIONI E;500;500;500
1;1;1;1010801;U12900000;SPESE DI PERSONALE;3276000;3822000;3822000
1;1;1;1010801;U12900010;SPESE DI PERSONALE - SISTEMI INFORMATIVI;1880000;1880000;1880000
1;1;1;1010801;U12900100;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DELLA COMMISSIONE EUROPEA;0;0;0
1;1;1;1010801;U12900150;SPESE DI PERSONALE: COMPETENZE ED ONORARI SPETTANTI AI COMPONENTI;140414;140414;140414
1;1;1;1010801;U12900160;SPESE DI PERSONALE: COMPETENZE ED ONORARI SPETTANTI AI COMPONENTI;100000;100000;100000
1;1;1;1010801;U12900200;SPESE DI PERSONALE: CONTRATTI DI COLLABORAZIONE COORDINATA E;0;0;0
1;1;1;1010801;U12900250;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI E FINANZIAMENTI DELLA;0;0;0
1;1;1;1010801;U12900260;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA;0;0;0
1;1;1;1010801;U12900300;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA PER IL;0;0;0
1;1;1;1010801;U12900350;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER IL;0;0;0
1;1;1;1010801;U12950000;SPESE PER TRATTAMENTO ECONOMICO ED INDENNITA' AD PERSONAM AL PERSONALE;1700000;1836000;1836000
1;1;1;1010801;U13000000;RIMBORSI AD ENTI DELLE SPESE PER IL PERSONALE COMANDATO PRESSO IL COMUNE;250000;250000;250000
1;1;2;1010802;U13200000;SISTEMI INFORMATICI: SPESE DI FUNZIONAMENTO ECONOMALI E PER IL;136957,94;136957,94;136957,94
1;1;2;1010802;U13210000;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA, TRAMITE IL COMUNE DI;0;0;0
1;1;2;1010802;U13250000;FORNITURE PER LA SICUREZZA E LOGISTICA AZIENDALE;4000;4000;4000
1;1;2;1010802;U13300000;DIREZIONE GENERALE: SPESE DI FUNZIONAMENTO ECONOMALI;6500;6500;6500
1;1;2;1010802;U13310000;PARTECIPAZIONI SOCIETARIE: SPESE DI FUNZIONAMENTO ECONOMALI;2000;2000;2000
1;1;2;1010802;U13320000;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA, TRAMITE INSTITUT;15000;15000;15000
1;1;2;1010802;U13360000;REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA PER IL FUNZIONAMENTO DEGLI;0;0;0
1;1;2;1010802;U13370000;COMITATO PARI OPPORTUNITA': SPESE DI FUNZIONAMENTO ECONOMALI;0;0;0
1;1;2;1010802;U13400000;AVVOCATURA: SPESE DI FUNZIONAMENTO ECONOMALI;15000;15000;15000
1;1;3;1010803;U13500050;PRESTAZIONI DI SERVIZI PER I SISTEMI INFORMATICI;3883380,82;3877500;3877500
1;1;3;1010803;U13500100;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DELLA REGIONE PER IL;0;0;0
1;1;3;1010803;U13500200;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DELLA PRESIDENZA DEL;0;0;0
1;1;3;1010803;U13500250;PRESTAZIONI DI SERVIZI: REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE;0;0;0
1;1;3;1010803;U13500300;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DELLA REGIONE PER IL;0;0;0
1;1;3;1010803;U13500350;PRESTAZIONI DI SERVIZI: REIMPIEGO DELLE SPONSORIZZAZIONI DELLE ATTIVITA';15000;15000;15000
1;1;3;1010803;U13500400;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DELLA PROVINCIA PER IL;0;0;0
1;1;3;1010803;U13510050;REIMPIEGO DEI CONTRIBUTI DELLO STATO (MINISTERO INNOVAZIONE E;0;0;0
1;1;3;1010803;U13520000;"REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA REDAZIONE DEL ""PROGRAMMA";0;0;0
1;1;3;1010803;U13520050;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE, TRAMITE LA PROVINCIA, PER;0;0;0
1;1;3;1010803;U13520100;"REIMPIEGO CONTRIBUTO DELLA REGIONE PER IL PROGETTO ""INTERREG IV C OSEPA";0;0;0
1;1;3;1010803;U13530000;REIMPIEGO DELLE ENTRATE DERIVANTI DALLA TRANSAZIONE PER LA CHIUSURA;0;0;0
1;1;3;1010803;U13540000;REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER LA REALIZZAZIONE DEL PROGETTO;0;0;0
1;1;3;1010803;U13550050;"PROGETTO ""ECITIZEN II"" FINALIZZATO ALLA PROMOZIONE DI SERVIZI DI";0;0;0
1;1;3;1010803;U13550100;"PROGETTO ""ECITIZEN II"" FINALIZZATO ALLA PROMOZIONE DI SERVIZI DI";0;0;0
1;1;3;1010803;U13560000;REIMPIEGO TRASFERIMENTI DALLE ISTITUZIONI COMUNALI PER L'ACQUISIZIONE DI;0;0;0
1;1;3;1010803;U13570000;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA, TRAMITE IL COMUNE DI;0;0;0
1;1;3;1010803;U13600000;REIMPIEGO DEI CONTRIBUTI E FINANZIAMENTI DELLA COMMISSIONE EUROPEA E DI;0;0;0
1;1;3;1010803;U13630000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER IL PROGETTO CULTURE -;0;0;0
1;1;3;1010803;U13660000;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DEL MINISTERO DELL'ECONOMIA;0;0;0
1;1;3;1010803;U13660050;PRESTAZIONI DI SERVIZI: REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA;0;0;0
1;1;3;1010803;U13670000;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA, TRAMITE INSTITUT;81359;81359;81359
1;1;3;1010803;U13700000;SERVIZI E MANUTENZIONE ORDINARIA PER LA SICUREZZA E LOGISTICA AZIENDALE;0;0;0
1;1;3;1010803;U13700050;SERVIZI E MANUTENZIONE ORDINARIA PER LA SICUREZZA E LOGISTICA AZIENDALE;19495,84;19495,84;19495,84
1;1;3;1010803;U13760000;REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA PER IL FUNZIONAMENTO DEGLI;0;0;0
1;1;3;1010803;U13800000;DIREZIONE GENERALE: PRESTAZIONI DI SERVIZI VARI;115500;115500;115500
1;1;3;1010803;U13850000;PRESTAZIONI DI SERVIZI VARI PER LE ATTIVITA' ISTITUZIONALI E GENERALI;25500;25500;25500
1;1;3;1010803;U13860000;COMITATO PARI OPPORTUNITA': SPESE PER INCARICHI, CONSULENZE, INTERVENTI;0;0;0
1;1;3;1010803;U13910000;PARTECIPAZIONI SOCIETARIE: PRESTAZIONI DI SERVIZI;16500;16500;16500
1;1;3;1010803;U13910050;PARTECIPAZIONI SOCIETARIE: INCARICHI DI CONSULENZA;0;0;0
1;1;3;1010803;U14000000;LITI, TRANSAZIONI ED ONERI CONSEGUENTI, ATTI E CONSULENZE A DIFESA DELLE;63000;63000;63000
1;1;3;1010803;U14000050;LITI, TRANSAZIONI ED ONERI CONSEGUENTI: SPESE PER ATTIVITA' GIUDIZIARIA;0;0;0
1;1;3;1010803;U14100000;SEDE SERVIZI UNIFICATI DEL COMUNE: CORRISPETTIVO PER LA GESTIONE E;751000;766000;781000
1;1;3;1010803;U14100050;SEDE SERVIZI UNIFICATI DEL COMUNE: CORRISPETTIVO PER LA GESTIONE DELLE;8057000;8057000;8057000
1;1;3;1010803;U14150000;ECONOMIA E PROMOZIONE DELLA CITTA': PRESTAZIONI DI SERVIZI;140422;100000;100000
1;1;3;1010803;U14250000;SPESE PER TELECOMUNICAZIONI: SERVIZI GENERALI E ONERI NON RIPARTIBILI;999310;999310;999310
1;1;3;1010803;U14260000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;25000;25000;25000
1;1;3;1010803;U14300000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ALTRI SERVIZI GENERALI);733000;733000;733000
1;1;3;1010803;U14300050;PRESTAZIONI DI SERVIZI: SPESE INERENTI LE UTENZE DI IMMOBILI CONCESSI AD;120000;120000;120000
1;1;4;1010804;U14400000;FITTI DI IMMOBILI (SERVIZI GENERALI);0;0;0
1;1;4;1010804;U14400050;FITTI DI IMMOBILI (SEDE SERVIZI UNIFICATI DEL COMUNE - TORRE C);1723000;1758000;1793000
1;1;4;1010804;U14450000;CANONI E NOLEGGI IN AMBITO INFORMATICO;683500;683500;683500
1;1;5;1010805;U14500000;EROGAZIONE PER CELEBRAZIONI DI MESSE (AZIENDA SCUOLE PIE);0,55;0,55;0,55
1;1;5;1010805;U14520000;CONTRIBUTI ED EROGAZIONI AD ENTI VARI;50000;50000;50000
1;1;5;1010805;U14530000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER IL PROGETTO CULTURE -;0;0;0
1;1;5;1010805;U14540000;RELAZIONI E PROGETTI INTERNAZIONALI: TRASFERIMENTI VARI;17000;17000;17000
1;1;5;1010805;U14550000;REIMPIEGO DEI CONTRIBUTI E FINANZIAMENTI DELLA COMMISSIONE EUROPEA E DI;0;0;0
1;1;5;1010805;U14570000;"REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL PROGETTO ""PIKE""";0;0;0
1;1;5;1010805;U14580000;ECONOMIA E PROMOZIONE DELLA CITTA': TRASFERIMENTI;7000;7000;7000
1;1;6;1010806;U14700000;INTERESSI PASSIVI - ALTRI SERVIZI GENERALI;92253;76848,25;64832,73
1;1;8;1010808;U14800000;ONERI STRAORDINARI DELLA GESTIONE CORRENTE;0;0;0
1;1;8;1010808;U14810000;DEFINIZIONE DI RAPPORTI CONTRATTUALI RELATIVI AD ESERCIZI PRECEDENTI;0;0;0
1;1;8;1010808;U14840000;REIMPIEGO DELL'EREDITA' SIG.RA SANDRA NATALI: SPESE CORRELATE;0;0;0
1;1;8;1010808;U14850000;ONERI STRAORDINARI DERIVANTI DA SANZIONI E TRANSAZIONI IN MATERIA;5000;5000;5000
1;1;8;1010808;U14900000;RIMBORSO DI ENTRATE E PROVENTI DIVERSI INDEBITAMENTE INTROITATI;3000;3000;3000
1;1;8;1010808;U14900050;RIMBORSO DI ENTRATE E PROVENTI DIVERSI INDEBITAMENTE INTROITATI -;0;0;0
1;1;8;1010808;U14900100;RIMBORSO DI ENTRATE E PROVENTI DIVERSI INDEBITAMENTE INTROITATI INERENTI;3000;3000;3000
1;1;8;1010808;U15000000;ONERI STRAORDINARI DELLA GESTIONE CORRENTE;1000000;2150000;4150000
1;1;10;1010810;U15200000;FONDO SVALUTAZIONE CREDITI;2000000;2000000;2000000
1;1;10;1010810;U15200050;FONDO SVALUTAZIONE CREDITI CONTRAPPOSTO AD ENTRATE DI DUBBIA;30374178,38;29510287,6;29510287,6
1;1;11;1010811;U15300000;FONDO DI RISERVA;7454265,34;9511893,46;9625065,19
1;2;1;1020101;U15500000;SPESE DI PERSONALE;100000;100000;100000
1;2;3;1020103;U15650000;SPESE PER TELECOMUNICAZIONI: UFFICI GIUDIZIARI;215725;215725;215725
1;2;3;1020103;U15660000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;149000;149000;149000
1;2;3;1020103;U15700000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (UFFICI GIUDIZIARI);1920000;1989669,6;1989669,6
1;2;3;1020103;U15710000;SPESE DEL SERVIZIO DI CENTRALINO PER GLI UFFICI GIUDIZIARI;69669,6;0;0
1;2;3;1020103;U15740000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;1049000;1049000;1049000
1;2;3;1020103;U15750000;INTERVENTI DI CUI AL D.LGS. 626/94 (SICUREZZA NEGLI AMBIENTI DI LAVORO);0;0;0
1;2;4;1020104;U15800000;FITTI DI IMMOBILI (UFFICI GIUDIZIARI);6719000;6069000;6199000
1;2;6;1020106;U15900000;INTERESSI PASSIVI - UFFICI GIUDIZIARI;47688,68;38730,77;30944,72
1;3;1;1030101;U16300000;SPESE DI PERSONALE;23294000;22537000;22537000
1;3;1;1030101;U16310000;CONTRIBUTI AGGIUNTIVI EROGATI A FONDI ASSISTENZIALI O PREVIDENZIALI DEI;700000;700000;700000
1;3;1;1030101;U16320000;SPESE DI PERSONALE PER PROGETTI DI POTENZIAMENTO DEI SERVIZI DI;0;0;0
1;3;2;1030102;U16400000;CORPO DI POLIZIA MUNICIPALE: SPESE DI FUNZIONAMENTO ECONOMALI E ACQUISTO;106659;106659;106659
1;3;2;1030102;U16400050;CORPO DI POLIZIA MUNICIPALE: SPESE PER MASSA VESTIARIO;249407;249407;249407
1;3;2;1030102;U16400100;CORPO DI POLIZIA MUNICIPALE: REIMPIEGO CONTRIBUTO INAIL PER IL PROGETTO;0;0;0
1;3;2;1030102;U16410000;POLIZIA MUNICIPALE: SPESE PER IL FUNZIONAMENTO DEI MEZZI DI TRASPORTO -;115400;115400;115400
1;3;3;1030103;U16600000;SPESE PER PRESTAZIONI DI SERVIZI DEL CORPO DI POLIZIA MUNICIPALE;731934;731934;731934
1;3;3;1030103;U16700000;SPESE DI NOTIFICAZIONE INERENTI LE VIOLAZIONI IN MATERIA DI CIRCOLAZIONE;5035000;5035000;5035000
1;3;3;1030103;U16710000;"REIMPIEGO CONTRIBUTO DELL'INAIL PER IL PROGETTO ""GUIDA SICURA PER";0;0;0
1;3;3;1030103;U16710050;CORPO DI POLIZIA MUNICIPALE: REIMPIEGO CONTRIBUTO INAIL PER IL PROGETTO;0;0;0
1;3;3;1030103;U16720000;ONERI DIVERSI PER LA RISCOSSIONE COATTIVA DELLE SANZIONI PER VIOLAZIONI;800000;800000;800000
1;3;3;1030103;U16720050;ONERI DIVERSI PER LA RISCOSSIONE COATTIVA DELLE SANZIONI PER VIOLAZIONI;0;0;0
1;3;3;1030103;U16750000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;105000;105000;105000
1;3;3;1030103;U16800000;SISTEMA RADIO-MOBILE IN DOTAZIONE AL CORPO DI POLIZIA MUNICIPALE: SPESE;50000;50000;50000
1;3;3;1030103;U16850000;SPESE PER TELECOMUNICAZIONI: POLIZIA LOCALE;219370;219370;219370
1;3;3;1030103;U16850050;POLIZIA LOCALE: SPESE PER IL SISTEMA DI VIDEOSORVEGLIANZA;0;0;0
1;3;3;1030103;U16860000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;1000;1000;1000
1;3;3;1030103;U16900000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (POLIZIA LOCALE);278000;278000;278000
1;3;4;1030104;U17000000;FITTI DI IMMOBILI (POLIZIA MUNICIPALE);9500;9700;9900
1;3;6;1030106;U17200000;INTERESSI PASSIVI - POLIZIA LOCALE;26492,23;24567,87;22570,83
1;3;8;1030108;U17260000;RIMBORSO DI ENTRATE INDEBITAMENTE INTROITATE ED ALTRI ONERI STRAORDINARI;50000;50000;50000
1;4;1;1040101;U17500000;SPESE DI PERSONALE;21617500;21638500;20638500
1;4;2;1040102;U17600000;ACQUISTO DI MATERIALE AD USO DIDATTICO PER LA SCUOLA MATERNA;2100;2100;2100
1;4;2;1040102;U17650000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'ISTRUZIONE (MIUR) PER;0;0;0
1;4;2;1040102;U17700000;ACQUISTO DI BENI DI CONSUMO PER LA SCUOLA MATERNA;10000;10000;10000
1;4;3;1040103;U17800000;QUALIFICAZIONE, AGGIORNAMENTO PEDAGOGICO E SPERIMENTAZIONE DIDATTICA;30000;30000;30000
1;4;3;1040103;U17850000;SCUOLA DELL'INFANZIA: SERVIZI SCOLASTICI;1600000;1600000;1600000
1;4;3;1040103;U17900000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;1366000;1366000;1366000
1;4;3;1040103;U17960000;SPESE PER TELECOMUNICAZIONI: SCUOLA MATERNA;76415;76415;76415
1;4;3;1040103;U17970000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;124000;124000;124000
1;4;3;1040103;U18000000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (SCUOLA MATERNA);2186000;2119000;2119000
1;4;4;1040104;U18100000;FITTI DI IMMOBILI (SCUOLA MATERNA);182000;185600;219000
1;4;5;1040105;U18150000;TRASFERIMENTI A ISTITUZIONI SCOLASTICHE, ENTI E ASSOCIAZIONI PER;440;440;440
1;4;6;1040106;U18300000;INTERESSI PASSIVI - SCUOLA MATERNA;524623,47;469352,61;414480,46
1;4;1;1040201;U18500000;SPESE DI PERSONALE;599000;547000;547000
1;4;2;1040202;U18700000;ACQUISTO DI BENI DI CONSUMO PER AULE DIDATTICHE E QUALIFICAZIONE OFFERTA;500;500;500
1;4;3;1040203;U18800000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ISTRUZIONE ELEMENTARE);475000;475000;475000
1;4;3;1040203;U18850000;SPESE PER TELECOMUNICAZIONI: ISTRUZIONE ELEMENTARE;64500;64500;64500
1;4;3;1040203;U18860000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;249000;279000;279000
1;4;3;1040203;U18870000;REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER PROGETTI DI QUALIFICAZIONE;0;0;0
1;4;3;1040203;U18900000;PRESTAZIONI DI SERVIZI PER AULE DIDATTICHE E QUALIFICAZIONE OFFERTA;9500;9500;9500
1;4;3;1040203;U18910000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;2048000;2048000;2048000
1;4;3;1040203;U18910050;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;0;0;0
1;4;4;1040204;U19000000;FITTI DI IMMOBILI (ISTRUZIONE ELEMENTARE);0;0;0
1;4;5;1040205;U19100000;TRASFERIMENTO DI FONDI AI BILANCI DELLE ISTITUZIONI DELLA SCUOLA;240000;240000;240000
1;4;5;1040205;U19110000;INTERVENTI DIVERSI INERENTI L'ISTRUZIONE ELEMENTARE: TRASFERIMENTI ALLE;349996,29;349996,29;349996,29
1;4;5;1040205;U19150000;REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER PROGETTI DI QUALIFICAZIONE;0;0;0
1;4;6;1040206;U19300000;INTERESSI PASSIVI - ISTRUZIONE ELEMENTARE;703758,88;592404,67;499067,57
1;4;1;1040301;U19500000;SPESE DI PERSONALE;212000;183000;183000
1;4;3;1040303;U19550000;SPESE PER TELECOMUNICAZIONI: ISTRUZIONE MEDIA;42820;42820;42820
1;4;3;1040303;U19560000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;216000;256000;256000
1;4;3;1040303;U19600000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ISTRUZIONE MEDIA);310000;310000;310000
1;4;3;1040303;U19610000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;1160000;1160000;1160000
1;4;3;1040303;U19610050;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;0;0;0
1;4;4;1040304;U19700000;FITTI DI IMMOBILI (ISTRUZIONE MEDIA);0;0;0
1;4;5;1040305;U19760000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE, TRAMITE LA PROVINCIA, PER LA;138699,71;138699,71;138699,71
1;4;6;1040306;U19900000;INTERESSI PASSIVI - ISTRUZIONE MEDIA;104845,15;92155,65;79163,1
1;4;1;1040401;U20100000;SPESE DI PERSONALE;5496000;5471000;5471000
1;4;1;1040401;U20100050;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI: PROGETTI;0;0;0
1;4;2;1040402;U20200000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI: PROGETTI NEL CAMPO;0;0;0
1;4;2;1040402;U20210000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELLA SOLIDARIETA' SOCIALE;0;0;0
1;4;2;1040402;U20220000;CENTRO DI INTERCULTURA CD-LEI - ACQUISTO BENI DI CONSUMO;1000;1000;1000
1;4;3;1040403;U20250000;SPESE PER TELECOMUNICAZIONI: ISTRUZIONE SECONDARIA SUPERIORE;9530;9530;9530
1;4;3;1040403;U20260000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI: PROGETTI NEL CAMPO;40000;40000;40000
1;4;3;1040403;U20270000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELLA SOLIDARIETA' SOCIALE;0;0;0
1;4;3;1040403;U20280000;SPORTELLO ORIENTAMENTO E LAVORO PRESSO GLI ISTITUTI ALDINI;0;0;0
1;4;3;1040403;U20290000;REIMPIEGO RIMBORSO DALL'ISTITUTO DI ISTRUZIONE SUPERIORE ALDINI;12000;12000;12000
